Indicador;Data;Media;Mediana;DesvioPadrao;Minimo;Maximo
IPCA Livres;2022-02-11;5,1335;5,3747;0,8253;3,0717;6,038
IPCA Livres;2022-02-11;5,0887;5,3225;0,8188;3,0655;5,9772
IPCA Livres;2022-02-11;5,2921;5,3659;0,6201;3,0717;6,5471
IPCA Livres;2022-02-11;5,2431;5,322;0,6157;3,0655;6,4963
IPCA Livres;2022-02-14;5,2538;5,4327;0,7905;3,0717;6,041
IPCA Livres;2022-02-14;5,1536;5,2767;0,7753;3,0594;5,9373
IPCA Livres;2022-02-14;5,3037;5,3659;0,6206;3,0717;6,5471
IPCA Livres;2022-02-14;5,2046;5,2702;0,6118;3,0594;6,4456
IPCA Livres;2022-02-15;5,2538;5,4327;0,7905;3,0717;6,041
IPCA Livres;2022-02-15;5,1363;5,2577;0,7735;3,0573;5,924
IPCA Livres;2022-02-15;5,3037;5,3659;0,6206;3,0717;6,5471
IPCA Livres;2022-02-15;5,1879;5,2389;0,6107;3,0573;6,4286
IPCA Livres;2022-02-16;5,4003;5,632;0,7389;3,0717;6,1019
IPCA Livres;2022-02-16;5,272;5,4506;0,7197;3,0552;5,9419
IPCA Livres;2022-02-16;5,3169;5,3659;0,6301;3,0717;6,5471
IPCA Livres;2022-02-16;5,1864;5,2354;0,6185;3,0552;6,4117
IPCA Livres;2022-02-17;5,4226;5,7711;0,7255;3,0717;6,1019
IPCA Livres;2022-02-17;5,2736;5,5382;0,7038;3,0532;5,9219
IPCA Livres;2022-02-17;5,3275;5,3747;0,6344;3,0717;6,5471
IPCA Livres;2022-02-17;5,1792;5,2215;0,6208;3,0532;6,3948
IPCA Livres;2022-02-18;5,5547;5,3959;0,5558;4,6731;7,0636
IPCA Livres;2022-02-18;5,3555;5,2006;0,5562;4,4795;6,7986
IPCA Livres;2022-02-18;5,447;5,3905;0,6721;3,0717;7,0636
IPCA Livres;2022-02-18;5,2566;5,1989;0,6578;3,0511;6,7986
IPCA Livres;2022-02-21;5,5549;5,3905;0,5612;4,6731;7,0636
IPCA Livres;2022-02-21;5,296;5,1399;0,5626;4,4215;6,7193
IPCA Livres;2022-02-21;5,4322;5,3851;0,6704;3,0717;7,0636
IPCA Livres;2022-02-21;5,1822;5,1314;0,6504;3,045;6,7193
IPCA Livres;2022-02-22;5,555;5,3959;0,5537;4,6731;7,0636
IPCA Livres;2022-02-22;5,2728;5,131;0,5581;4,4022;6,6928
IPCA Livres;2022-02-22;5,4489;5,3959;0,6621;3,0717;7,0636
IPCA Livres;2022-02-22;5,1767;5,1189;0,6419;3,0429;6,6928
IPCA Livres;2022-02-23;5,5569;5,3905;0,5486;4,6961;7,0636
IPCA Livres;2022-02-23;5,2515;5,1006;0,5532;4,487;6,6664
IPCA Livres;2022-02-23;5,4489;5,3959;0,6621;3,0717;7,0636
IPCA Livres;2022-02-23;5,1573;5,0984;0,641;3,0409;6,6664
IPCA Livres;2022-02-24;5,5433;5,3836;0,5595;4,6961;7,0636
IPCA Livres;2022-02-24;5,2091;5,0561;0,5559;4,4684;6,6399
IPCA Livres;2022-02-24;5,4489;5,3959;0,6621;3,0717;7,0636
IPCA Livres;2022-02-24;5,1379;5,0778;0,6401;3,0388;6,6399
IPCA Livres;2022-02-25;5,5129;5,501;0,9161;3,0717;6,7122
IPCA Livres;2022-02-25;5,1472;5,148;0,8989;3,0368;6,521
IPCA Livres;2022-02-25;5,514;5,4065;0,6948;3,0717;7,0636
IPCA Livres;2022-02-25;5,1658;5,0573;0,672;3,0368;6,6135
IPCA Livres;2022-03-02;5,4737;5,3532;0,9429;3,0717;6,7122
IPCA Livres;2022-03-02;5,0204;4,8004;0,9366;3,0265;6,4649
IPCA Livres;2022-03-02;5,5332;5,4116;0,7085;3,0717;7,0636
IPCA Livres;2022-03-02;5,0739;4,9585;0,6867;3,0265;6,4815
IPCA Livres;2022-03-03;5,3934;5,1837;1,0352;3,0717;6,7122
IPCA Livres;2022-03-03;4,9254;4,4654;1,0393;3,0244;6,4537
IPCA Livres;2022-03-03;5,5439;5,4116;0,6862;3,0717;7,0636
IPCA Livres;2022-03-03;5,0581;4,9363;0,676;3,0244;6,4551
IPCA Livres;2022-03-04;5,5179;5,6745;0,9397;3,0717;6,7354
IPCA Livres;2022-03-04;5,0166;4,9665;0,9152;3,0224;6,442
IPCA Livres;2022-03-04;5,5693;5,4798;0,6701;3,0717;7,0636
IPCA Livres;2022-03-04;5,0599;4,9141;0,6501;3,0224;6,442
IPCA Livres;2022-03-07;5,5907;5,8331;0,9059;3,0717;6,7354
IPCA Livres;2022-03-07;4,9914;5,0221;0,8659;3,0162;6,4136
IPCA Livres;2022-03-07;5,5817;5,4843;0,6717;3,0717;7,0636
IPCA Livres;2022-03-07;5,004;4,889;0,6467;3,0162;6,4136
IPCA Livres;2022-03-08;5,6729;5,879;0,9427;3,0717;6,7354
IPCA Livres;2022-03-08;5,0796;5,1727;0,8877;3,0142;6,4041
IPCA Livres;2022-03-08;5,5932;5,496;0,6723;3,0717;7,0636
IPCA Livres;2022-03-08;4,9903;4,9127;0,6462;3,0142;6,4041
IPCA Livres;2022-03-09;5,7387;5,946;0,9018;3,0717;6,7354
IPCA Livres;2022-03-09;5,1163;5,2263;0,8491;3,0121;6,3947
IPCA Livres;2022-03-09;5,6118;5,501;0,6765;3,0717;7,0636
IPCA Livres;2022-03-09;4,9807;4,8877;0,6477;3,0121;6,3947
IPCA Livres;2022-03-10;5,7703;5,9304;0,8503;3,0717;6,7354
IPCA Livres;2022-03-10;5,1211;5,1984;0,7932;3,0101;6,3852
IPCA Livres;2022-03-10;5,6207;5,501;0,6682;3,0717;7,0636
IPCA Livres;2022-03-10;4,9639;4,8641;0,6361;3,0101;6,3852
IPCA Livres;2022-03-11;5,5137;5,4463;0,8032;3,0101;7,6196
IPCA Livres;2022-03-11;5,4962;5,4171;0,8012;3,0082;7,6097
IPCA Livres;2022-03-11;5,3854;5,3449;0,7761;3,0101;7,6196
IPCA Livres;2022-03-11;5,3693;5,3282;0,7736;3,0082;7,6097
IPCA Livres;2022-03-14;5,54;5,5386;0,8111;3,0101;7,6196
IPCA Livres;2022-03-14;5,4673;5,4585;0,8015;3,0027;7,5799
IPCA Livres;2022-03-14;5,4151;5,3655;0,7825;3,0101;7,6196
IPCA Livres;2022-03-14;5,3507;5,3001;0,7717;3,0027;7,5799
IPCA Livres;2022-03-15;5,5478;5,5546;0,8032;3,0101;7,6196
IPCA Livres;2022-03-15;5,4568;5,4647;0,7916;3,0009;7,57
IPCA Livres;2022-03-15;5,4312;5,3868;0,7829;3,0101;7,6196
IPCA Livres;2022-03-15;5,3497;5,2956;0,7698;3,0009;7,57
IPCA Livres;2022-03-16;5,5551;5,5705;0,8113;3,0101;7,6196
IPCA Livres;2022-03-16;5,4448;5,4728;0,7978;2,999;7,5601
IPCA Livres;2022-03-16;5,4312;5,3868;0,7829;3,0101;7,6196
IPCA Livres;2022-03-16;5,3334;5,2736;0,7674;2,999;7,5601
IPCA Livres;2022-03-17;5,607;5,6021;0,7818;3,0101;7,6196
IPCA Livres;2022-03-17;5,4779;5,4892;0,7631;2,9972;7,5502
IPCA Livres;2022-03-17;5,4436;5,408;0,7849;3,0101;7,6196
IPCA Livres;2022-03-17;5,3286;5,2608;0,7677;2,9972;7,5502
IPCA Livres;2022-03-18;5,807;5,8105;0,8474;3,0101;7,5984
IPCA Livres;2022-03-18;5,6545;5,6681;0,8465;2,9954;7,5801
IPCA Livres;2022-03-18;5,5479;5,5128;0,7918;3,0101;7,5984
IPCA Livres;2022-03-18;5,4073;5,3785;0,7798;2,9954;7,5801
IPCA Livres;2022-03-21;5,8116;5,8404;0,8381;3,0101;7,5984
IPCA Livres;2022-03-21;5,5991;5,6654;0,8394;2,9898;7,5733
IPCA Livres;2022-03-21;5,5943;5,6178;0,804;3,0101;7,5984
IPCA Livres;2022-03-21;5,3944;5,3995;0,7894;2,9898;7,5733
IPCA Livres;2022-03-22;5,8116;5,8404;0,8381;3,0101;7,5984
IPCA Livres;2022-03-22;5,5798;5,6534;0,8401;2,988;7,571
IPCA Livres;2022-03-22;5,5943;5,6178;0,804;3,0101;7,5984
IPCA Livres;2022-03-22;5,3763;5,3779;0,7887;2,988;7,571
IPCA Livres;2022-03-23;5,8116;5,8404;0,8381;3,0101;7,5984
IPCA Livres;2022-03-23;5,5605;5,6413;0,841;2,9862;7,5687
IPCA Livres;2022-03-23;5,5943;5,6178;0,804;3,0101;7,5984
IPCA Livres;2022-03-23;5,3581;5,3562;0,7881;2,9862;7,5687
IPCA Livres;2022-03-24;5,8281;5,8702;0,8306;3,0101;7,5984
IPCA Livres;2022-03-24;5,5568;5,687;0,8338;2,9843;7,5664
IPCA Livres;2022-03-24;5,6089;5,6282;0,803;3,0101;7,5984
IPCA Livres;2022-03-24;5,3537;5,3373;0,7862;2,9843;7,5664
IPCA Livres;2022-03-25;6,1094;6,08;0,9714;3,0101;7,8022
IPCA Livres;2022-03-25;5,7952;5,6909;1,0126;2,9825;7,7033
IPCA Livres;2022-03-25;5,8055;5,8435;0,8536;3,0101;7,8022
IPCA Livres;2022-03-25;5,5051;5,4996;0,8593;2,9825;7,7033
IPCA Livres;2022-03-28;6,0135;6,0047;0,9495;3,0101;7,8022
IPCA Livres;2022-03-28;5,6142;5,5797;1,005;2,977;7,7479
IPCA Livres;2022-03-28;5,8625;5,8702;0,8197;3,0101;7,8022
IPCA Livres;2022-03-28;5,48;5,54;0,8503;2,977;7,7479
IPCA Livres;2022-03-29;5,9886;5,9859;0,9422;3,0101;7,8022
IPCA Livres;2022-03-29;5,5754;5,5442;0,9955;2,9751;7,7628
IPCA Livres;2022-03-29;5,8625;5,8702;0,8197;3,0101;7,8022
IPCA Livres;2022-03-29;5,4588;5,5153;0,8528;2,9751;7,7628
IPCA Livres;2022-03-30;5,9886;5,9859;0,9422;3,0101;7,8022
IPCA Livres;2022-03-30;5,5537;5,5149;0,9994;2,9733;7,7776
IPCA Livres;2022-03-30;5,8625;5,8702;0,8197;3,0101;7,8022
IPCA Livres;2022-03-30;5,4377;5,4906;0,8555;2,9733;7,7776
IPCA Livres;2022-03-31;6,1025;6,0047;0,7913;4,7901;7,8022
IPCA Livres;2022-03-31;5,6296;5,4965;0,9226;4,2192;7,7925
IPCA Livres;2022-03-31;5,8625;5,8702;0,8197;3,0101;7,8022
IPCA Livres;2022-03-31;5,4165;5,4659;0,8582;2,9715;7,7925
IPCA Livres;2022-04-01;6,0346;5,9859;1,0816;3,8437;8,1337
IPCA Livres;2022-04-01;5,5319;5,4412;1,2412;3,1476;8,016
IPCA Livres;2022-04-01;5,9282;5,8757;0,7968;3,8342;8,1337
IPCA Livres;2022-04-01;5,4406;5,4489;0,8667;3,1476;8,016
IPCA Livres;2022-04-04;6,1661;6,2326;1,0868;3,8437;8,1337
IPCA Livres;2022-04-04;5,6005;5,4728;1,2738;3,0531;8
IPCA Livres;2022-04-04;5,9271;5,8702;0,7958;3,8342;8,1337
IPCA Livres;2022-04-04;5,3703;5,3532;0,8732;3,0531;8
IPCA Livres;2022-04-05;6,2243;6,3003;1,098;3,8437;8,1337
IPCA Livres;2022-04-05;5,6137;5,5695;1,3167;3,0216;7,9947
IPCA Livres;2022-04-05;5,9271;5,8702;0,7958;3,8342;8,1337
IPCA Livres;2022-04-05;5,3481;5,3155;0,8772;3,0216;7,9947
IPCA Livres;2022-04-06;6,2131;6,2326;1,064;3,8437;8,1337
IPCA Livres;2022-04-06;5,5683;5,4123;1,2868;2,9901;7,9893
IPCA Livres;2022-04-06;5,9311;5,8812;0,7959;3,8342;8,1337
IPCA Livres;2022-04-06;5,3252;5,2778;0,8814;2,9901;7,9893
IPCA Livres;2022-04-07;6,2131;6,2326;1,064;3,8437;8,1337
IPCA Livres;2022-04-07;5,5445;5,3821;1,296;2,9586;7,984
IPCA Livres;2022-04-07;5,9311;5,8812;0,7959;3,8342;8,1337
IPCA Livres;2022-04-07;5,3029;5,2402;0,8855;2,9586;7,984
IPCA Livres;2022-04-08;5,6253;5,6533;1,0439;2,9586;7,6197
IPCA Livres;2022-04-08;5,6123;5,6286;1,0425;2,957;7,619
IPCA Livres;2022-04-08;5,3293;5,2824;0,8622;2,9586;7,8966
IPCA Livres;2022-04-08;5,3188;5,2732;0,8632;2,957;7,9151
IPCA Livres;2022-04-11;5,6338;5,6698;1,0278;2,9586;7,6197
IPCA Livres;2022-04-11;5,5682;5,5935;1,0252;2,9524;7,6171
IPCA Livres;2022-04-11;5,439;5,324;0,8418;2,9586;7,8966
IPCA Livres;2022-04-11;5,3922;5,2795;0,8456;2,9524;7,9707
IPCA Livres;2022-04-12;5,6131;5,6534;1,0025;2,9586;7,6197
IPCA Livres;2022-04-12;5,5309;5,5644;0,9995;2,9508;7,6164
IPCA Livres;2022-04-12;5,4424;5,324;0,8407;2,9586;7,8966
IPCA Livres;2022-04-12;5,3834;5,2684;0,8458;2,9508;7,9892
IPCA Livres;2022-04-13;5,637;5,6698;1,0265;2,9586;7,6197
IPCA Livres;2022-04-13;5,5396;5,5553;1,0224;2,9493;7,6158
IPCA Livres;2022-04-13;5,4424;5,324;0,8407;2,9586;7,8966
IPCA Livres;2022-04-13;5,3716;5,2573;0,847;2,9493;8,0078
IPCA Livres;2022-04-14;5,6467;5,6797;1,0099;2,9586;7,6197
IPCA Livres;2022-04-14;5,5293;5,543;1,006;2,9477;7,6151
IPCA Livres;2022-04-14;5,453;5,324;0,847;2,9586;7,8966
IPCA Livres;2022-04-14;5,3683;5,2461;0,8543;2,9477;8,0263
IPCA Livres;2022-04-18;5,6617;5,633;0,8821;4,2839;7,6197
IPCA Livres;2022-04-18;5,4736;5,4548;0,9105;4,025;7,6125
IPCA Livres;2022-04-18;5,4874;5,324;0,9206;2,9586;7,8966
IPCA Livres;2022-04-18;5,345;5,2017;0,9343;2,9415;8,1005
IPCA Livres;2022-04-19;5,656;5,6384;0,8863;4,2839;7,6197
IPCA Livres;2022-04-19;5,4548;5,4095;0,9239;4,0015;7,6119
IPCA Livres;2022-04-19;5,5157;5,5135;0,9092;2,9586;7,8966
IPCA Livres;2022-04-19;5,3535;5,3221;0,9238;2,9399;8,119
IPCA Livres;2022-04-20;5,6441;5,8538;0,8153;4,1877;7,6197
IPCA Livres;2022-04-20;5,4158;5,6027;0,8276;3,978;7,6112
IPCA Livres;2022-04-20;5,6009;5,5764;0,904;2,9586;7,8966
IPCA Livres;2022-04-20;5,4087;5,4204;0,9192;2,9384;8,1376
IPCA Livres;2022-04-22;5,8597;5,8797;0,9112;2,9586;8,1993
IPCA Livres;2022-04-22;5,5598;5,5733;0,9274;2,9352;8,1689
IPCA Livres;2022-04-22;5,8276;5,865;0,8546;2,9586;8,1993
IPCA Livres;2022-04-22;5,5395;5,5097;0,8619;2,9352;8,1689
IPCA Livres;2022-04-25;5,8823;5,8798;0,8745;2,9586;8,1993
IPCA Livres;2022-04-25;5,5248;5,4929;0,8894;2,9306;8,165
IPCA Livres;2022-04-25;5,8769;5,8797;0,8361;2,9586;8,1993
IPCA Livres;2022-04-25;5,5266;5,4839;0,8466;2,9306;8,165
IPCA Livres;2022-04-26;5,9008;5,8805;0,8801;2,9586;8,1993
IPCA Livres;2022-04-26;5,519;5,4688;0,8945;2,929;8,1637
IPCA Livres;2022-04-26;5,8933;5,8802;0,8332;2,9586;8,1993
IPCA Livres;2022-04-26;5,5208;5,4688;0,8428;2,929;8,1637
IPCA Livres;2022-04-27;5,9077;5,8805;0,8986;2,9586;8,1993
IPCA Livres;2022-04-27;5,5042;5,4448;0,9156;2,9275;8,1624
IPCA Livres;2022-04-27;5,8933;5,8802;0,8332;2,9586;8,1993
IPCA Livres;2022-04-27;5,5014;5,4448;0,8435;2,9275;8,1624
IPCA Livres;2022-04-28;5,9684;5,8805;0,9171;2,9586;8,1993
IPCA Livres;2022-04-28;5,5417;5,4129;0,952;2,9259;8,1611
IPCA Livres;2022-04-28;5,87;5,8716;0,8343;2,9586;8,1993
IPCA Livres;2022-04-28;5,4626;5,3932;0,8456;2,9259;8,1611
IPCA Livres;2022-04-29;6,1413;5,974;0,9346;2,9586;8,533
IPCA Livres;2022-04-29;5,6701;5,4879;0,9598;2,9244;8,5545
IPCA Livres;2022-04-29;6,0505;5,9541;0,882;2,9586;8,533
IPCA Livres;2022-04-29;5,6043;5,484;0,8983;2,9244;8,5545
IPCA Livres;2022-05-02;6,1779;6,0582;0,9297;2,9586;8,533
IPCA Livres;2022-05-02;5,6368;5,5134;0,9652;2,9197;8,5575
IPCA Livres;2022-05-02;6,0506;5,9585;0,8738;2,9586;8,533
IPCA Livres;2022-05-02;5,543;5,4302;0,8929;2,9197;8,5575
IPCA Livres;2022-05-03;6,181;6,0164;0,9417;2,9586;8,533
IPCA Livres;2022-05-03;5,6177;5,4776;0,9797;2,9181;8,5584
IPCA Livres;2022-05-03;6,0506;5,9585;0,8738;2,9586;8,533
IPCA Livres;2022-05-03;5,5227;5,4089;0,894;2,9181;8,5584
IPCA Livres;2022-05-04;6,186;6,0582;0,93;2,9586;8,533
IPCA Livres;2022-05-04;5,6003;5,47;0,9694;2,9166;8,5594
IPCA Livres;2022-05-04;6,0583;5,9638;0,8748;2,9586;8,533
IPCA Livres;2022-05-04;5,5096;5,4007;0,8957;2,9166;8,5594
IPCA Livres;2022-05-05;6,1943;6,0612;0,9407;2,9586;8,533
IPCA Livres;2022-05-05;5,5879;5,4487;0,9825;2,915;8,5604
IPCA Livres;2022-05-05;6,0681;5,9735;0,8801;2,9586;8,533
IPCA Livres;2022-05-05;5,4936;5,3979;0,905;2,915;8,5604
IPCA Livres;2022-05-06;6,2652;6,0637;1,2291;2,9586;8,2424
IPCA Livres;2022-05-06;5,7156;5,455;1,22;2,9135;8,2235
IPCA Livres;2022-05-06;6,1406;5,9904;0,9171;2,9586;8,2424
IPCA Livres;2022-05-06;5,5327;5,3902;0,9358;2,9135;8,2235
IPCA Livres;2022-05-09;6,2715;6,1065;1,1927;2,9586;8,2424
IPCA Livres;2022-05-09;5,654;5,3922;1,1904;2,9088;8,2216
IPCA Livres;2022-05-09;6,1103;5,9745;0,9051;2,9586;8,2424
IPCA Livres;2022-05-09;5,426;5,3097;0,9118;2,9088;8,2216
IPCA Livres;2022-05-10;6,1441;6,0666;1,1565;2,9586;8,2424
IPCA Livres;2022-05-10;5,5193;5,2693;1,1367;2,9072;8,2209
IPCA Livres;2022-05-10;6,0888;5,974;0,9118;2,9586;8,2424
IPCA Livres;2022-05-10;5,3883;5,2615;0,9016;2,9072;8,2209
IPCA Livres;2022-05-11;5,5474;5,3348;1,0776;2,9072;8,2209
IPCA Livres;2022-05-11;5,5315;5,3119;1,0767;2,9048;8,2202
IPCA Livres;2022-05-11;5,4017;5,2615;0,9005;2,9072;8,2209
IPCA Livres;2022-05-11;5,3854;5,2468;0,8997;2,9048;8,2202
IPCA Livres;2022-05-12;5,62;5,3713;1,0959;2,9072;8,2209
IPCA Livres;2022-05-12;5,5884;5,3156;1,0943;2,9023;8,2195
IPCA Livres;2022-05-12;5,4244;5,2615;0,9238;2,9072;8,2209
IPCA Livres;2022-05-12;5,392;5,2288;0,9225;2,9023;8,2195
IPCA Livres;2022-05-13;5,7294;5,5604;1,1766;2,9072;8,9339
IPCA Livres;2022-05-13;5,6779;5,4968;1,1729;2,8998;8,9161
IPCA Livres;2022-05-13;5,5389;5,3397;0,9838;2,9072;8,9339
IPCA Livres;2022-05-13;5,4872;5,2853;0,981;2,8998;8,9161
IPCA Livres;2022-05-16;5,7603;5,5868;1,2075;2,9072;8,9339
IPCA Livres;2022-05-16;5,6573;5,4781;1,1996;2,8923;8,8982
IPCA Livres;2022-05-16;5,5459;5,3397;0,9924;2,9072;8,9339
IPCA Livres;2022-05-16;5,4426;5,231;0,9869;2,8923;8,8982
IPCA Livres;2022-05-17;5,8032;5,8116;1,2556;2,9072;8,9339
IPCA Livres;2022-05-17;5,6758;5,7034;1,2532;2,8899;8,8922
IPCA Livres;2022-05-17;5,5469;5,3397;0,992;2,9072;8,9339
IPCA Livres;2022-05-17;5,4264;5,207;0,9857;2,8899;8,8922
IPCA Livres;2022-05-18;5,8028;5,8132;1,2815;2,9072;8,9339
IPCA Livres;2022-05-18;5,6563;5,655;1,2788;2,8874;8,8863
IPCA Livres;2022-05-18;5,5469;5,3397;0,992;2,9072;8,9339
IPCA Livres;2022-05-18;5,4092;5,1813;0,9851;2,8874;8,8863
IPCA Livres;2022-05-19;5,6908;5,534;1,2909;2,9072;8,9339
IPCA Livres;2022-05-19;5,5238;5,3154;1,2887;2,8849;8,8803
IPCA Livres;2022-05-19;5,5569;5,3397;0,983;2,9072;8,9339
IPCA Livres;2022-05-19;5,4003;5,1557;0,9769;2,8849;8,8803
IPCA Livres;2022-05-20;5,9998;6,0816;1,0527;2,9072;8,88
IPCA Livres;2022-05-20;5,7616;5,8784;1,0643;2,8824;8,8204
IPCA Livres;2022-05-20;5,8642;5,9552;0,9738;2,9072;8,88
IPCA Livres;2022-05-20;5,6507;5,732;0,9664;2,8824;8,8204
IPCA Livres;2022-05-23;6,0173;6,1184;1,0431;2,9072;8,88
IPCA Livres;2022-05-23;5,7174;5,811;1,0552;2,875;8,8025
IPCA Livres;2022-05-23;5,8997;5,9964;0,955;2,9072;8,88
IPCA Livres;2022-05-23;5,6171;5,7032;0,9558;2,875;8,8025
IPCA Livres;2022-05-24;6,0508;6,1758;1,036;2,9072;8,88
IPCA Livres;2022-05-24;5,7236;5,8072;1,0503;2,8725;8,7966
IPCA Livres;2022-05-24;5,9206;6,0276;0,9545;2,9072;8,88
IPCA Livres;2022-05-24;5,6162;5,7333;0,9537;2,8725;8,7966
IPCA Livres;2022-05-25;6,0425;6,1552;1,0287;2,9072;8,88
IPCA Livres;2022-05-25;5,6938;5,7787;1,041;2,87;8,7906
IPCA Livres;2022-05-25;5,9305;6,0276;0,9525;2,9072;8,88
IPCA Livres;2022-05-25;5,6035;5,713;0,9519;2,87;8,7906
IPCA Livres;2022-05-26;6,0425;6,1552;1,0287;2,9072;8,88
IPCA Livres;2022-05-26;5,6714;5,7586;1,0416;2,8675;8,7847
IPCA Livres;2022-05-26;5,9305;6,0276;0,9525;2,9072;8,88
IPCA Livres;2022-05-26;5,5825;5,6925;0,952;2,8675;8,7847
IPCA Livres;2022-05-27;6,5475;6,8014;1,7846;2,9072;10,6958
IPCA Livres;2022-05-27;6,1754;6,3979;1,7935;2,8651;10,6958
IPCA Livres;2022-05-27;6,0095;6,0276;1,1102;2,9072;10,6958
IPCA Livres;2022-05-27;5,6288;5,6673;1,1165;2,8651;10,6958
IPCA Livres;2022-05-30;6,7328;7,0142;1,7394;2,9072;10,6958
IPCA Livres;2022-05-30;6,2906;6,5674;1,7625;2,8576;10,6958
IPCA Livres;2022-05-30;6,0858;6,0803;1,1198;2,9072;10,6958
IPCA Livres;2022-05-30;5,6328;5,6199;1,1384;2,8576;10,6958
IPCA Livres;2022-05-31;6,8261;7,1897;1,7563;2,9072;10,6958
IPCA Livres;2022-05-31;6,3614;6,6178;1,794;2,8551;10,6958
IPCA Livres;2022-05-31;6,1016;6,0803;1,1113;2,9072;10,6958
IPCA Livres;2022-05-31;5,6234;5,6004;1,1341;2,8551;10,6958
IPCA Livres;2022-06-01;6,8684;7,1897;1,7413;2,9072;10,6958
IPCA Livres;2022-06-01;6,3747;6,5907;1,7817;2,8527;10,6958
IPCA Livres;2022-06-01;6,1016;6,0803;1,1113;2,9072;10,6958
IPCA Livres;2022-06-01;5,6011;5,5808;1,1353;2,8527;10,6958
IPCA Livres;2022-06-02;6,8684;7,1897;1,7413;2,9072;10,6958
IPCA Livres;2022-06-02;6,3523;6,5635;1,7843;2,8502;10,6958
IPCA Livres;2022-06-02;6,1158;6,081;1,1167;2,9072;10,6958
IPCA Livres;2022-06-02;5,5911;5,5685;1,1437;2,8502;10,6958
IPCA Livres;2022-06-03;7,3595;7,4611;1,4022;5,6915;10,9816
IPCA Livres;2022-06-03;6,766;6,8981;1,5689;4,9803;10,9816
IPCA Livres;2022-06-03;6,1709;6,081;1,1768;2,9072;10,9816
IPCA Livres;2022-06-03;5,6083;5,5486;1,198;2,8477;10,9816
IPCA Livres;2022-06-06;7,283;7,4299;1,4325;5,4162;10,9816
IPCA Livres;2022-06-06;6,5634;6,808;1,6222;4,3267;10,9816
IPCA Livres;2022-06-06;6,257;6,1758;1,2205;2,9072;10,9816
IPCA Livres;2022-06-06;5,6134;5,5218;1,2461;2,8403;10,9816
IPCA Livres;2022-06-07;7,3956;7,4455;1,4347;5,4162;10,9816
IPCA Livres;2022-06-07;6,638;6,7904;1,6564;4,2866;10,9816
IPCA Livres;2022-06-07;6,257;6,1758;1,2205;2,9072;10,9816
IPCA Livres;2022-06-07;5,5899;5,5012;1,2473;2,8378;10,9816
IPCA Livres;2022-06-08;7,2109;7,4299;1,5052;5,2189;10,9816
IPCA Livres;2022-06-08;6,4463;6,748;1,6998;4,2465;10,9816
IPCA Livres;2022-06-08;6,2688;6,1968;1,2146;2,9072;10,9816
IPCA Livres;2022-06-08;5,5766;5,5026;1,2448;2,8353;10,9816
IPCA Livres;2022-06-09;6,0962;6,4426;1,7888;2,8353;10,9816
IPCA Livres;2022-06-09;6,0845;6,4191;1,7888;2,8357;10,9816
IPCA Livres;2022-06-09;5,5724;5,5026;1,2403;2,8353;10,9816
IPCA Livres;2022-06-09;5,5629;5,4924;1,2393;2,8357;10,9816
IPCA Livres;2022-06-10;5,8208;5,8585;1,0342;2,8353;7,7696
IPCA Livres;2022-06-10;5,7962;5,8337;1,0306;2,836;7,7342
IPCA Livres;2022-06-10;5,8468;5,723;1,2068;2,8353;10,9816
IPCA Livres;2022-06-10;5,8238;5,7007;1,2052;2,836;10,9816
IPCA Livres;2022-06-13;5,8647;5,8696;1,0293;2,8353;7,7696
IPCA Livres;2022-06-13;5,8029;5,7967;1,0207;2,8371;7,681
IPCA Livres;2022-06-13;5,9292;5,8641;1,2372;2,8353;10,9816
IPCA Livres;2022-06-13;5,8698;5,7905;1,2351;2,8371;10,9816
IPCA Livres;2022-06-14;5,8506;5,8696;1,0364;2,8353;7,7696
IPCA Livres;2022-06-14;5,7769;5,7843;1,0259;2,8374;7,6633
IPCA Livres;2022-06-14;5,9165;5,8641;1,2431;2,8353;10,9816
IPCA Livres;2022-06-14;5,8458;5,7758;1,2405;2,8374;10,9816
IPCA Livres;2022-06-15;5,9707;5,896;1,1524;2,8353;9,7053
IPCA Livres;2022-06-15;5,8854;5,7977;1,1398;2,8378;9,6003
IPCA Livres;2022-06-15;5,9914;5,8754;1,3287;2,8353;10,9816
IPCA Livres;2022-06-15;5,9092;5,7808;1,3245;2,8378;10,9816
IPCA Livres;2022-06-17;5,9624;5,9181;1,1663;2,8353;9,7053
IPCA Livres;2022-06-17;5,8558;5,8137;1,1519;2,8385;9,5703
IPCA Livres;2022-06-17;5,9013;5,9118;1,1304;2,8353;9,7053
IPCA Livres;2022-06-17;5,7931;5,7761;1,115;2,8385;9,5703
IPCA Livres;2022-06-20;6,0163;5,9493;1,1534;2,8353;9,7053
IPCA Livres;2022-06-20;5,8756;5,8402;1,1346;2,8396;9,5253
IPCA Livres;2022-06-20;5,9163;5,9109;1,1339;2,8353;9,7053
IPCA Livres;2022-06-20;5,7729;5,7295;1,114;2,8396;9,5253
IPCA Livres;2022-06-21;5,9974;5,9236;1,163;2,8353;9,7053
IPCA Livres;2022-06-21;5,8461;5,7953;1,1431;2,8399;9,5103
IPCA Livres;2022-06-21;5,9163;5,9109;1,1339;2,8353;9,7053
IPCA Livres;2022-06-21;5,761;5,7143;1,1125;2,8399;9,5103
IPCA Livres;2022-06-22;5,9957;5,9236;1,1645;2,8353;9,7053
