Indicador;Data;Media;Mediana;DesvioPadrao;Minimo;Maximo
IPCA Livres;2021-10-06;4,7857;4,7727;0,5078;3,7651;5,7392
IPCA Livres;2021-10-07;5,4378;5,4272;0,6103;4,1446;6,3103
IPCA Livres;2021-10-07;4,8448;4,8742;0,5112;3,7516;5,6369
IPCA Livres;2021-10-07;5,3234;5,2962;0,5812;4,1446;6,4273
IPCA Livres;2021-10-07;4,7666;4,7517;0,5058;3,7516;5,7181
IPCA Livres;2021-10-08;4,6897;4,6704;0,4714;3,7516;5,5094
IPCA Livres;2021-10-08;4,6813;4,6636;0,4683;3,7475;5,4919
IPCA Livres;2021-10-08;4,7916;4,7745;0,4953;3,7516;5,7181
IPCA Livres;2021-10-08;4,7828;4,7692;0,4931;3,7475;5,7055
IPCA Livres;2021-10-11;4,7255;4,8138;0,4704;3,7516;5,5094
IPCA Livres;2021-10-11;4,6927;4,7886;0,4574;3,7353;5,4395
IPCA Livres;2021-10-11;4,764;4,7745;0,4667;3,7516;5,6583
IPCA Livres;2021-10-11;4,7293;4,753;0,4584;3,7353;5,6074
IPCA Livres;2021-10-13;4,7255;4,8138;0,4704;3,7516;5,5094
IPCA Livres;2021-10-13;4,6762;4,7759;0,451;3,7271;5,4046
IPCA Livres;2021-10-13;4,764;4,7745;0,4667;3,7516;5,6583
IPCA Livres;2021-10-13;4,712;4,7378;0,4543;3,7271;5,5819
IPCA Livres;2021-10-14;4,7558;4,8369;0,4955;3,7516;5,5094
IPCA Livres;2021-10-14;4,6944;4,7728;0,4729;3,723;5,3871
IPCA Livres;2021-10-14;4,764;4,7745;0,4667;3,7516;5,6583
IPCA Livres;2021-10-14;4,7033;4,7274;0,4523;3,723;5,5723
IPCA Livres;2021-10-15;5,0106;4,9902;0,2946;4,5296;5,4466
IPCA Livres;2021-10-15;4,9215;4,9168;0,2698;4,4665;5,3069
IPCA Livres;2021-10-15;4,7704;4,7745;0,469;3,7516;5,6583
IPCA Livres;2021-10-15;4,7003;4,717;0,4518;3,719;5,5631
IPCA Livres;2021-10-18;5,2237;5,2442;0,4059;4,5296;5,8644
IPCA Livres;2021-10-18;5,0861;5,115;0,3777;4,4429;5,6978
IPCA Livres;2021-10-18;4,954;4,9673;0,5216;3,7516;5,8644
IPCA Livres;2021-10-18;4,8497;4,8913;0,4926;3,7068;5,6978
IPCA Livres;2021-10-19;5,0421;5,1157;0,4739;4,404;5,8644
IPCA Livres;2021-10-19;4,8994;4,9914;0,4459;4,2833;5,6826
IPCA Livres;2021-10-19;4,9441;4,9625;0,5073;3,7516;5,8644
IPCA Livres;2021-10-19;4,8283;4,8801;0,4789;3,7027;5,6826
IPCA Livres;2021-10-20;5,0421;5,1157;0,4739;4,404;5,8644
IPCA Livres;2021-10-20;4,8875;4,9789;0,4436;4,2732;5,6675
IPCA Livres;2021-10-20;4,9441;4,9625;0,5073;3,7516;5,8644
IPCA Livres;2021-10-20;4,8187;4,871;0,4767;3,6986;5,6675
IPCA Livres;2021-10-21;5,0846;5,1157;0,451;4,404;5,8644
IPCA Livres;2021-10-21;4,9044;4,9664;0,4172;4,2632;5,6524
IPCA Livres;2021-10-21;4,9707;4,9674;0,5211;3,7516;5,8644
IPCA Livres;2021-10-21;4,8279;4,8618;0,483;3,6946;5,6524
IPCA Livres;2021-10-22;5,3864;5,3524;0,6259;4,3327;7,5732
IPCA Livres;2021-10-22;5,2056;5,1493;0,6109;4,2713;7,3839
IPCA Livres;2021-10-22;5,2946;5,2701;0,6128;4,3327;7,5732
IPCA Livres;2021-10-22;5,1247;5,1192;0,5916;4,2713;7,3839
IPCA Livres;2021-10-25;5,4081;5,3524;0,6419;4,3327;7,5732
IPCA Livres;2021-10-25;5,1887;5,1127;0,6261;4,2484;7,3461
IPCA Livres;2021-10-25;5,3133;5,2446;0,6339;4,3327;7,5732
IPCA Livres;2021-10-25;5,1082;5,0632;0,6103;4,2484;7,3461
IPCA Livres;2021-10-26;5,4081;5,3524;0,6419;4,3327;7,5732
IPCA Livres;2021-10-26;5,1766;5,1005;0,6254;4,238;7,3335
IPCA Livres;2021-10-26;5,3133;5,2446;0,6339;4,3327;7,5732
IPCA Livres;2021-10-26;5,0969;5,0512;0,6091;4,238;7,3335
IPCA Livres;2021-10-27;5,433;5,3421;0,6637;4,3327;7,5732
IPCA Livres;2021-10-27;5,1774;5,0802;0,6324;4,2277;7,3208
IPCA Livres;2021-10-27;5,3368;5,2701;0,6559;4,3327;7,5732
IPCA Livres;2021-10-27;5,0986;5,0277;0,6166;4,2277;7,3208
IPCA Livres;2021-10-28;5,4661;5,3524;0,6782;4,3327;7,5732
IPCA Livres;2021-10-28;5,2021;5,0761;0,6423;4,2173;7,3082
IPCA Livres;2021-10-28;5,3713;5,2898;0,6599;4,3327;7,5732
IPCA Livres;2021-10-28;5,1149;5,0359;0,6212;4,2173;7,3082
IPCA Livres;2021-10-29;5,7645;5,6002;0,6386;5,0503;7,0763
IPCA Livres;2021-10-29;5,403;5,2563;0,598;4,6956;6,5747
IPCA Livres;2021-10-29;5,5012;5,4796;0,6914;4,3327;7,5732
IPCA Livres;2021-10-29;5,1975;5,1506;0,6457;4,207;7,2956
IPCA Livres;2021-11-01;5,8391;5,6838;0,6409;5,0909;7,0763
IPCA Livres;2021-11-01;5,3902;5,2355;0,619;4,636;6,5065
IPCA Livres;2021-11-01;5,4992;5,4635;0,6825;4,3327;7,5732
IPCA Livres;2021-11-01;5,1515;5,0637;0,6322;4,1759;7,2579
IPCA Livres;2021-11-03;5,7816;5,6364;0,6555;4,9769;7,0763
IPCA Livres;2021-11-03;5,298;5,1398;0,6332;4,5089;6,461
IPCA Livres;2021-11-03;5,5105;5,4635;0,6702;4,3327;7,5732
IPCA Livres;2021-11-03;5,1299;5,0327;0,6218;4,1552;7,2327
IPCA Livres;2021-11-04;5,7723;5,6838;0,5808;4,9769;6,9379
IPCA Livres;2021-11-04;5,2678;5,1818;0,5881;4,4916;6,4076
IPCA Livres;2021-11-04;5,5105;5,4635;0,6702;4,3327;7,5732
IPCA Livres;2021-11-04;5,1158;5,0179;0,6204;4,1448;7,2201
IPCA Livres;2021-11-05;5,7064;5,5084;0,6018;4,9769;6,9379
IPCA Livres;2021-11-05;5,1886;4,9575;0,597;4,4743;6,3887
IPCA Livres;2021-11-05;5,545;5,4796;0,6895;4,3327;7,5732
IPCA Livres;2021-11-05;5,1266;5,0265;0,6382;4,1344;7,2075
IPCA Livres;2021-11-08;5,6342;5,518;0,5266;4,9769;6,7555
IPCA Livres;2021-11-08;5,0679;4,979;0,5249;4,4224;6,1508
IPCA Livres;2021-11-08;5,5781;5,5084;0,6773;4,3327;7,5732
IPCA Livres;2021-11-08;5,0992;4,9762;0,6324;4,1034;7,1697
IPCA Livres;2021-11-09;5,5529;5,4827;0,5994;4,3327;6,7555
IPCA Livres;2021-11-09;4,997;4,9018;0,5491;4,1977;6,132
IPCA Livres;2021-11-09;5,5781;5,5084;0,6773;4,3327;7,5732
IPCA Livres;2021-11-09;5,0843;4,9589;0,6316;4,093;7,1571
IPCA Livres;2021-11-10;5,1392;4,7897;0,6505;4,1977;6,27
IPCA Livres;2021-11-10;5,1341;4,7928;0,6497;4,1977;6,2549
IPCA Livres;2021-11-10;5,135;4,946;0,683;4,093;7,1571
IPCA Livres;2021-11-10;5,1305;4,9416;0,6823;4,0892;7,1589
IPCA Livres;2021-11-11;5,2485;4,9563;0,7762;4,1977;7,1056
IPCA Livres;2021-11-11;5,2391;4,9549;0,7771;4,1977;7,1113
IPCA Livres;2021-11-11;5,1855;4,9556;0,7426;4,093;7,1571
IPCA Livres;2021-11-11;5,1768;4,9382;0,7424;4,0854;7,1607
IPCA Livres;2021-11-12;5,6197;5,7372;0,7818;4,1977;7,1056
IPCA Livres;2021-11-12;5,5979;5,7094;0,785;4,1977;7,1142
IPCA Livres;2021-11-12;5,3271;5,1387;0,7616;4,093;7,1571
IPCA Livres;2021-11-12;5,3094;5,1161;0,7607;4,0816;7,1625
IPCA Livres;2021-11-16;5,6843;5,9429;0,7651;4,1977;7,1056
IPCA Livres;2021-11-16;5,6322;5,8987;0,7752;4,1977;7,1255
IPCA Livres;2021-11-16;5,3271;5,1387;0,7616;4,093;7,1571
IPCA Livres;2021-11-16;5,2859;5,0861;0,76;4,0664;7,1696
IPCA Livres;2021-11-17;5,765;5,9429;0,6607;4,5812;7,1056
IPCA Livres;2021-11-17;5,698;5,8909;0,6853;4,4952;7,1283
IPCA Livres;2021-11-17;5,329;5,1544;0,7524;4,093;7,1571
IPCA Livres;2021-11-17;5,2805;5,0866;0,7506;4,0626;7,1714
IPCA Livres;2021-11-18;5,8207;5,7429;0,5649;4,5812;7,1056
IPCA Livres;2021-11-18;5,7382;5,6703;0,5935;4,4844;7,1312
IPCA Livres;2021-11-18;5,4165;5,3658;0,7441;4,093;7,1571
IPCA Livres;2021-11-18;5,3542;5,2889;0,7425;4,0588;7,1731
IPCA Livres;2021-11-19;5,6645;5,5633;0,7097;4,1977;7,8398
IPCA Livres;2021-11-19;5,5567;5,4321;0,705;4,1977;7,7648
IPCA Livres;2021-11-19;5,5829;5,5314;0,7521;4,1977;7,8398
IPCA Livres;2021-11-19;5,4845;5,3953;0,7481;4,1977;7,7648
IPCA Livres;2021-11-22;5,6419;5,5367;0,7234;4,1977;7,8398
IPCA Livres;2021-11-22;5,4979;5,3775;0,7156;4,1977;7,7423
IPCA Livres;2021-11-22;5,638;5,5416;0,7655;4,1977;7,8398
IPCA Livres;2021-11-22;5,5067;5,3824;0,7635;4,1977;7,7423
IPCA Livres;2021-11-23;5,6419;5,5367;0,7234;4,1977;7,8398
IPCA Livres;2021-11-23;5,4869;5,3652;0,7154;4,1977;7,7348
IPCA Livres;2021-11-23;5,638;5,5416;0,7655;4,1977;7,8398
IPCA Livres;2021-11-23;5,4966;5,3701;0,7637;4,1977;7,7348
IPCA Livres;2021-11-24;5,6489;5,5416;0,7332;4,1977;7,8398
IPCA Livres;2021-11-24;5,4842;5,3579;0,7242;4,1977;7,7273
IPCA Livres;2021-11-24;5,638;5,5416;0,7655;4,1977;7,8398
IPCA Livres;2021-11-24;5,4865;5,3579;0,7639;4,1977;7,7273
IPCA Livres;2021-11-25;5,61;5,5314;0,7784;4,1977;7,8398
IPCA Livres;2021-11-25;5,4349;5,3359;0,7666;4,1977;7,7198
IPCA Livres;2021-11-25;5,6314;5,5416;0,7745;4,1977;7,8398
IPCA Livres;2021-11-25;5,471;5,3456;0,7718;4,1977;7,7198
IPCA Livres;2021-11-26;5,6498;5,5837;0,7123;4,5179;6,739
IPCA Livres;2021-11-26;5,4556;5,3578;0,7479;4,3472;6,8472
IPCA Livres;2021-11-26;5,6659;5,5858;0,7791;4,1977;7,8398
IPCA Livres;2021-11-26;5,4914;5,3696;0,7784;4,1977;7,7123
IPCA Livres;2021-11-29;5,7381;5,8571;0,6945;4,5179;6,739
IPCA Livres;2021-11-29;5,5235;5,5836;0,7442;4,3171;6,8663
IPCA Livres;2021-11-29;5,6789;5,5866;0,7746;4,1977;7,8398
IPCA Livres;2021-11-29;5,4774;5,349;0,7785;4,1977;7,6898
IPCA Livres;2021-11-30;5,7381;5,8571;0,6945;4,5179;6,739
IPCA Livres;2021-11-30;5,5128;5,5699;0,7471;4,3071;6,8727
IPCA Livres;2021-11-30;5,6789;5,5866;0,7746;4,1977;7,8398
IPCA Livres;2021-11-30;5,4673;5,3346;0,7792;4,1977;7,6824
IPCA Livres;2021-12-01;5,7518;5,8486;0,6695;4,5179;6,739
IPCA Livres;2021-12-01;5,516;5,6019;0,7233;4,2971;6,8791
IPCA Livres;2021-12-01;5,6849;5,6113;0,7658;4,1977;7,8398
IPCA Livres;2021-12-01;5,463;5,416;0,7708;4,1977;7,6749
IPCA Livres;2021-12-02;5,8399;5,9634;0,6031;4,6632;6,739
IPCA Livres;2021-12-02;5,5924;5,685;0,6719;4,2887;6,8855
IPCA Livres;2021-12-02;5,6849;5,6113;0,7658;4,1977;7,8398
IPCA Livres;2021-12-02;5,453;5,4083;0,7716;4,1977;7,6674
IPCA Livres;2021-12-03;5,8064;5,8135;0,5969;4,1977;7,0851
IPCA Livres;2021-12-03;5,5299;5,4792;0,616;4,1977;7,0426
IPCA Livres;2021-12-03;5,7569;5,7935;0,7132;4,1977;7,8398
IPCA Livres;2021-12-03;5,5039;5,4574;0,7177;4,1977;7,6599
IPCA Livres;2021-12-06;5,7687;5,7734;0,5995;4,1977;7,0851
IPCA Livres;2021-12-06;5,4483;5,3991;0,6185;4,1977;7,0373
IPCA Livres;2021-12-06;5,7814;5,8135;0,6957;4,1977;7,8398
IPCA Livres;2021-12-06;5,4911;5,4425;0,7134;4,1977;7,6374
IPCA Livres;2021-12-07;5,7968;5,7935;0,6104;4,1977;7,0851
IPCA Livres;2021-12-07;5,4641;5,4088;0,6293;4,1977;7,0355
IPCA Livres;2021-12-07;5,7865;5,8135;0,7013;4,1977;7,8398
IPCA Livres;2021-12-07;5,4852;5,4303;0,7195;4,1977;7,6299
IPCA Livres;2021-12-08;5,771;5,7734;0,6157;4,1977;7,0851
IPCA Livres;2021-12-08;5,4268;5,3754;0,6345;4,1977;7,0337
IPCA Livres;2021-12-08;5,7914;5,8135;0,6927;4,1977;7,8398
IPCA Livres;2021-12-08;5,4787;5,418;0,7132;4,1977;7,6224
IPCA Livres;2021-12-09;5,7686;5,747;0,625;4,1977;7,0851
IPCA Livres;2021-12-09;5,4119;5,327;0,6454;4,1977;7,032
IPCA Livres;2021-12-09;5,7914;5,8135;0,6927;4,1977;7,8398
IPCA Livres;2021-12-09;5,4679;5,4047;0,7144;4,1977;7,6149
IPCA Livres;2021-12-10;5,2016;5,1234;0,8269;3,1434;6,823
IPCA Livres;2021-12-10;5,1971;5,1201;0,8268;3,1411;6,8233
IPCA Livres;2021-12-10;5,4172;5,4012;0,7857;3,1434;7,6149
IPCA Livres;2021-12-10;5,4103;5,3916;0,7845;3,1411;7,601
IPCA Livres;2021-12-13;5,3142;5,1858;0,8314;3,1434;6,823
IPCA Livres;2021-12-13;5,2952;5,1774;0,83;3,1344;6,8243
IPCA Livres;2021-12-13;5,4277;5,3939;0,802;3,1434;7,6149
IPCA Livres;2021-12-13;5,3999;5,3446;0,7973;3,1344;7,559
IPCA Livres;2021-12-14;5,2703;5,1857;0,8423;3,1434;6,823
IPCA Livres;2021-12-14;5,2466;5,1751;0,8415;3,1321;6,8246
IPCA Livres;2021-12-14;5,4277;5,3939;0,802;3,1434;7,6149
IPCA Livres;2021-12-14;5,393;5,3295;0,7961;3,1321;7,5451
IPCA Livres;2021-12-15;5,3138;5,2063;0,8588;3,1434;6,823
IPCA Livres;2021-12-15;5,2837;5,2005;0,859;3,1299;6,825
IPCA Livres;2021-12-15;5,4277;5,3939;0,802;3,1434;7,6149
IPCA Livres;2021-12-15;5,386;5,3176;0,795;3,1299;7,5311
IPCA Livres;2021-12-16;5,3138;5,2063;0,8588;3,1434;6,823
IPCA Livres;2021-12-16;5,2786;5,1995;0,8592;3,1276;6,8253
IPCA Livres;2021-12-16;5,4277;5,3939;0,802;3,1434;7,6149
IPCA Livres;2021-12-16;5,3791;5,31;0,7939;3,1276;7,5171
IPCA Livres;2021-12-17;5,3764;5,3345;0,7685;3,1434;6,7275
IPCA Livres;2021-12-17;5,3349;5,2901;0,7695;3,1254;6,7301
IPCA Livres;2021-12-17;5,4475;5,4047;0,7904;3,1434;7,6149
IPCA Livres;2021-12-17;5,3969;5,3329;0,7813;3,1254;7,5032
IPCA Livres;2021-12-20;5,2466;5,2315;0,7416;3,1434;6,7275
IPCA Livres;2021-12-20;5,1986;5,1543;0,7402;3,1186;6,7311
IPCA Livres;2021-12-20;5,3968;5,3852;0,7199;3,1434;7,032
IPCA Livres;2021-12-20;5,3292;5,2794;0,713;3,1186;6,9846
IPCA Livres;2021-12-21;5,2413;5,2111;0,7125;3,1434;6,7275
IPCA Livres;2021-12-21;5,1853;5,0837;0,7124;3,1164;6,7314
IPCA Livres;2021-12-21;5,394;5,3852;0,7239;3,1434;7,032
IPCA Livres;2021-12-21;5,3208;5,2782;0,7162;3,1164;6,9803
IPCA Livres;2021-12-22;5,2802;5,2704;0,6895;3,1434;6,7275
IPCA Livres;2021-12-22;5,2113;5,2094;0,688;3,1141;6,7318
IPCA Livres;2021-12-22;5,4081;5,4047;0,719;3,1434;7,032
IPCA Livres;2021-12-22;5,3282;5,2954;0,7108;3,1141;6,976
IPCA Livres;2021-12-23;5,2754;5,3117;0,6368;3,1434;6,7275
IPCA Livres;2021-12-23;5,1995;5,2255;0,6366;3,1119;6,7321
IPCA Livres;2021-12-23;5,4085;5,4053;0,7063;3,1434;7,032
IPCA Livres;2021-12-23;5,3218;5,2904;0,6987;3,1119;6,9717
IPCA Livres;2021-12-24;5,1261;5,2599;0,6557;3,1434;6,1398
IPCA Livres;2021-12-24;5,0411;5,1794;0,6244;3,1097;6,0361
IPCA Livres;2021-12-24;5,3422;5,3635;0,7324;3,1434;7,032
IPCA Livres;2021-12-24;5,2584;5,2511;0,7196;3,1097;6,9673
IPCA Livres;2021-12-27;5,1663;5,2599;0,6538;3,1434;6,1977
IPCA Livres;2021-12-27;5,0746;5,1343;0,6365;3,1029;6,1799
IPCA Livres;2021-12-27;5,3787;5,3744;0,725;3,1434;7,032
IPCA Livres;2021-12-27;5,284;5,251;0,7147;3,1029;6,9544
IPCA Livres;2021-12-28;5,1605;5,3117;0,6927;3,1434;6,1977
IPCA Livres;2021-12-28;5,0635;5,1688;0,6709;3,1007;6,1789
IPCA Livres;2021-12-28;5,3787;5,3744;0,725;3,1434;7,032
IPCA Livres;2021-12-28;5,2787;5,2439;0,7144;3,1007;6,9501
IPCA Livres;2021-12-29;5,1029;5,1305;0,6926;3,1434;6,1977
IPCA Livres;2021-12-29;5,0244;5,0552;0,6718;3,0984;6,1779
IPCA Livres;2021-12-29;5,3807;5,3744;0,7238;3,1434;7,032
IPCA Livres;2021-12-29;5,2747;5,2355;0,7134;3,0984;6,9458
IPCA Livres;2021-12-30;5,3148;5,1471;0,679;4,1151;6,7272
IPCA Livres;2021-12-30;5,2411;5,0536;0,6632;4,0811;6,7133
IPCA Livres;2021-12-30;5,3639;5,3744;0,7105;3,1434;7,032
IPCA Livres;2021-12-30;5,2531;5,2264;0,7026;3,0962;6,9415
IPCA Livres;2021-12-31;5,4397;5,1552;0,6222;4,7051;6,7272
IPCA Livres;2021-12-31;5,36;5,1453;0,6298;4,6837;6,7126
IPCA Livres;2021-12-31;5,3639;5,3744;0,7105;3,1434;7,032
IPCA Livres;2021-12-31;5,2479;5,2188;0,7025;3,0939;6,9372
IPCA Livres;2022-01-03;5,386;5,2076;0,5598;4,7051;6,7272
IPCA Livres;2022-01-03;5,2655;5,2402;0,5676;4,6667;6,7107
IPCA Livres;2022-01-03;5,3392;5,3635;0,6667;3,1434;6,7272
IPCA Livres;2022-01-03;5,2137;5,1921;0,6602;3,0872;6,7107
IPCA Livres;2022-01-04;5,3879;5,2076;0,5587;4,7051;6,7272
IPCA Livres;2022-01-04;5,2626;5,2415;0,5679;4,6555;6,71
IPCA Livres;2022-01-04;5,3398;5,3635;0,6664;3,1434;6,7272
IPCA Livres;2022-01-04;5,2093;5,181;0,6603;3,085;6,71
IPCA Livres;2022-01-05;5,5587;5,586;0,522;4,8821;6,7272
IPCA Livres;2022-01-05;5,435;5,3166;0,5696;4,6443;6,7093
IPCA Livres;2022-01-05;5,3398;5,3635;0,6664;3,1434;6,7272
IPCA Livres;2022-01-05;5,2042;5,1699;0,6605;3,0827;6,7093
IPCA Livres;2022-01-06;5,505;5,586;0,3731;4,9465;6,1129
IPCA Livres;2022-01-06;5,3766;5,3055;0,4574;4,6332;6,2052
IPCA Livres;2022-01-06;5,3398;5,3635;0,6664;3,1434;6,7272
IPCA Livres;2022-01-06;5,1992;5,1588;0,6608;3,0805;6,7087
IPCA Livres;2022-01-07;5,5159;5,5066;0,763;3,6457;7,544
IPCA Livres;2022-01-07;5,376;5,2892;0,6837;4,2113;7,3125
IPCA Livres;2022-01-07;5,3508;5,3963;0,7578;3,1434;7,544
IPCA Livres;2022-01-07;5,2077;5,1733;0,7063;3,0782;7,3125
IPCA Livres;2022-01-10;5,5439;5,4702;0,7776;3,6457;7,544
IPCA Livres;2022-01-10;5,3695;5,2401;0,6902;4,1841;7,2885
IPCA Livres;2022-01-10;5,3628;5,3963;0,7456;3,1434;7,544
IPCA Livres;2022-01-10;5,1873;5,1567;0,6927;3,0715;7,2885
IPCA Livres;2022-01-11;5,4089;5,3227;0,6894;4,1841;7,2885
IPCA Livres;2022-01-11;5,5736;5,4462;0,6395;4,7456;7,279
IPCA Livres;2022-01-11;5,2066;5,1959;0,6976;3,0715;7,2885
IPCA Livres;2022-01-11;5,2487;5,1899;0,7339;3,0679;7,279
IPCA Livres;2022-01-12;5,398;5,2963;0,6426;4,4222;7,2885
IPCA Livres;2022-01-12;5,5477;5,4426;0,654;4,7441;7,2694
IPCA Livres;2022-01-12;5,2245;5,198;0,6829;3,0715;7,2885
IPCA Livres;2022-01-12;5,2427;5,1829;0,7325;3,0644;7,2694
IPCA Livres;2022-01-13;5,3734;5,2698;0,7003;4;7,2885
IPCA Livres;2022-01-13;5,4133;5,2881;0,7227;3,9903;7,2599
IPCA Livres;2022-01-13;5,1978;5,2022;0,6993;3,0715;7,2885
IPCA Livres;2022-01-13;5,1969;5,1717;0,7521;3,0609;7,2599
IPCA Livres;2022-01-14;5,172;5,2063;0,7222;3,1745;6,4201
IPCA Livres;2022-01-14;5,1221;5,1715;0,825;3,1603;6,2664
IPCA Livres;2022-01-14;5,2467;5,2225;0,6749;3,1745;7,2885
IPCA Livres;2022-01-14;5,2301;5,1755;0,7374;3,1603;7,2503
IPCA Livres;2022-01-17;5,184;5,1968;0,6811;3,1745;6,4201
IPCA Livres;2022-01-17;5,1038;5,1255;0,7697;3,1497;6,2707
IPCA Livres;2022-01-17;5,2765;5,2387;0,681;3,1745;7,2885
IPCA Livres;2022-01-17;5,2313;5,1595;0,7377;3,1497;7,2216
IPCA Livres;2022-01-18;5,1902;5,1968;0,6475;3,1745;6,4201
IPCA Livres;2022-01-18;5,1517;5,1526;0,7176;3,1461;6,2722
IPCA Livres;2022-01-18;5,2776;5,2387;0,6651;3,1745;7,2885
IPCA Livres;2022-01-18;5,2457;5,1624;0,7124;3,1461;7,2121
IPCA Livres;2022-01-19;5,2736;5,2063;0,6964;3,1745;6,5152
IPCA Livres;2022-01-19;5,235;5,1516;0,7453;3,1426;6,4003
IPCA Livres;2022-01-19;5,3014;5,2387;0,68;3,1745;7,2885
IPCA Livres;2022-01-19;5,2706;5,1655;0,7262;3,1426;7,2025
IPCA Livres;2022-01-20;5,2818;5,2914;0,6512;3,1745;6,5152
IPCA Livres;2022-01-20;5,3023;5,3674;0,7201;3,139;6,3875
IPCA Livres;2022-01-20;5,3018;5,2387;0,6785;3,1745;7,2885
IPCA Livres;2022-01-20;5,2637;5,1619;0,7235;3,139;7,193
IPCA Livres;2022-01-21;5,388;5,4233;0,6002;3,1745;6,5152
IPCA Livres;2022-01-21;5,3276;5,3624;0,6224;3,1355;6,3747
IPCA Livres;2022-01-21;5,3625;5,3954;0,6663;3,1745;7,2885
IPCA Livres;2022-01-21;5,2866;5,3188;0,6951;3,1355;7,1834
IPCA Livres;2022-01-24;5,4055;5,4285;0,5974;3,1745;6,5152
IPCA Livres;2022-01-24;5,328;5,3646;0,6335;3,1248;6,3598
IPCA Livres;2022-01-24;5,4039;5,4181;0,6573;3,1745;7,2885
IPCA Livres;2022-01-24;5,3117;5,3205;0,6848;3,1248;7,1548
IPCA Livres;2022-01-25;5,4205;5,4432;0,6164;3,1745;6,5152
IPCA Livres;2022-01-25;5,3069;5,3421;0,657;3,1213;6,3609
IPCA Livres;2022-01-25;5,4039;5,4181;0,6573;3,1745;7,2885
IPCA Livres;2022-01-25;5,3049;5,3141;0,6841;3,1213;7,1452
IPCA Livres;2022-01-26;5,3726;5,4233;0,5935;3,1745;6,3445
IPCA Livres;2022-01-26;5,24;5,2786;0,6365;3,1178;6,362
IPCA Livres;2022-01-26;5,4039;5,4181;0,6573;3,1745;7,2885
IPCA Livres;2022-01-26;5,2982;5,3079;0,6834;3,1178;7,1357
IPCA Livres;2022-01-27;5,4596;5,4639;0,6319;3,1745;6,9394
IPCA Livres;2022-01-27;5,3163;5,271;0,6787;3,1142;6,7093
IPCA Livres;2022-01-27;5,4309;5,4302;0,634;3,1745;6,9394
IPCA Livres;2022-01-27;5,3068;5,3015;0,6511;3,1142;6,7093
IPCA Livres;2022-01-28;5,6372;5,6583;0,6066;3,1745;6,9394
IPCA Livres;2022-01-28;5,3987;5,398;0,6082;3,1107;6,6958
IPCA Livres;2022-01-28;5,6138;5,5933;0,6245;3,1745;6,9394
IPCA Livres;2022-01-28;5,3939;5,4265;0,626;3,1107;6,6958
IPCA Livres;2022-01-31;5,6424;5,62;0,6056;3,1745;6,9394
IPCA Livres;2022-01-31;5,3631;5,3633;0,6078;3,1;6,6552
IPCA Livres;2022-01-31;5,6261;5,6133;0,6252;3,1745;6,9394
IPCA Livres;2022-01-31;5,3602;5,3755;0,6241;3,1;6,6552
IPCA Livres;2022-02-01;5,6424;5,62;0,6056;3,1745;6,9394
IPCA Livres;2022-02-01;5,35;5,3518;0,6069;3,0965;6,6417
IPCA Livres;2022-02-01;5,6261;5,6133;0,6252;3,1745;6,9394
IPCA Livres;2022-02-01;5,3478;5,3586;0,6229;3,0965;6,6417
IPCA Livres;2022-02-02;5,6424;5,62;0,6056;3,1745;6,9394
IPCA Livres;2022-02-02;5,3368;5,3403;0,6062;3,0929;6,6282
IPCA Livres;2022-02-02;5,6261;5,6133;0,6252;3,1745;6,9394
IPCA Livres;2022-02-02;5,3355;5,3416;0,6218;3,0929;6,6282
IPCA Livres;2022-02-03;5,6929;5,62;0,481;4,5702;6,9158
IPCA Livres;2022-02-03;5,3594;5,3327;0,4598;4,5961;6,5253
IPCA Livres;2022-02-03;5,6282;5,62;0,63;3,1745;6,9394
IPCA Livres;2022-02-03;5,3242;5,3337;0,6277;3,0894;6,6147
IPCA Livres;2022-02-04;5,3591;5,62;0,8243;3,1745;6,2788
IPCA Livres;2022-02-04;5,0837;5,4622;0,835;3,0859;5,8336
IPCA Livres;2022-02-04;5,6266;5,62;0,634;3,1745;6,9394
IPCA Livres;2022-02-04;5,322;5,3625;0,6306;3,0859;6,6012
IPCA Livres;2022-02-07;5,3796;5,6149;0,7999;3,1745;6,3663
IPCA Livres;2022-02-07;5,0647;5,4503;0,8622;3,0752;6,0493
IPCA Livres;2022-02-07;5,6605;5,6682;0,613;3,1745;6,9394
IPCA Livres;2022-02-07;5,3269;5,3544;0,6085;3,0752;6,5606
IPCA Livres;2022-02-08;5,3961;5,5615;0,7357;3,1745;6,4201
IPCA Livres;2022-02-08;4,9974;4,9571;0,7905;3,0717;6,038
IPCA Livres;2022-02-08;5,6506;5,66;0,6082;3,1745;6,9394
IPCA Livres;2022-02-08;5,2988;5,3235;0,6104;3,0717;6,5471
IPCA Livres;2022-02-09;4,9004;4,9049;0,8224;3,0717;6,038
IPCA Livres;2022-02-09;4,8883;4,8916;0,8202;3,0696;6,009
IPCA Livres;2022-02-09;5,2651;5,2817;0,6407;3,0717;6,5471
IPCA Livres;2022-02-09;5,2493;5,266;0,6389;3,0696;6,5302
IPCA Livres;2022-02-10;4,9133;4,9049;0,819;3,0717;6,038
IPCA Livres;2022-02-10;4,8882;4,8782;0,8148;3,0676;5,9801
IPCA Livres;2022-02-10;5,2685;5,2817;0,6376;3,0717;6,5471
IPCA Livres;2022-02-10;5,2366;5,2503;0,6343;3,0676;6,5133
